,Hike,Region,Length,gain,highpoint,rating,rating_count,summary,feats,Good for kids,Fall foliage,Rivers,Wildflowers/Meadows,Ridges/passes,Dogs allowed on leash,Mountain views,Old growth,Summits,Waterfalls,Lakes,Established campsites,Dogs not allowed,Wildlife,Coast,summary_score,neg,neu,pos,Lon,Lat
3017,Rooster Comb,CENTRAL WASHINGTON -- WENATCHEE,,,,,0,this hike is an informal trail please respect signage,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6597,0.0,0.565,0.435,-120.318404,47.3890156
3018,Jacobson Preserve,CENTRAL WASHINGTON -- WENATCHEE,2.0,340.0,1440.0,,0,located just outside of the wenatchee city limits jacobson preserve is part of the just 3 percent of historic undisturbed shrub steppe in washington here you ll find rabbitbrush sagebrush arrowhead balsamroot and antelope bitterbrush all main sources of food for muledeer the area is so important in fact that it has been established as important habitat for the deer and there are three monitoring points in the preserve to observe the shrub steppe as it is being reclaimed to native habitat,"['Wildflowers/Meadows', 'Wildlife', 'Summits', 'Good for kids', 'Dogs allowed on leash']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5473,0.014,0.929,0.056,-120.34682742567676,47.409726899999995
3019,Youth-on-Age Interpretive Trail,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,0.25,0.0,,2.67,6,a paved interpretive trail on the mountain loop highway near verlot perfect for exploring children curious adults an extra add on after a longer hike or a leg stretch during a driving tour of the area,"['Wildflowers/Meadows', 'Wildlife', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage']",1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7184,0.0,0.833,0.167,,
3020,Yakima Greenway,CENTRAL WASHINGTON -- YAKIMA,10.0,100.0,1130.0,3.75,4,the yakima greenway is a 10 mile paved trail along the yakima and naches rivers with a mix of developed parks fishing lakes boat landings picnic areas playgrounds and nature trails perfect for anything from a short walk or a picnic with the kids to a run or an all day hike,"['Mountain views', 'Wildlife', 'Dogs allowed on leash', 'Good for kids', 'Lakes', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5719,0.0,0.926,0.074,-120.5735562,46.6263934
3021,Yakima Skyline Trail,CENTRAL WASHINGTON -- YAKIMA,4.4,1446.0,,3.64,14,bird eye views of the stunning yakima canyon wildflower fields for days and a line of ragged fenceposts marching all the way along the trail the yakima skyline trail is a great conditioner or extend it to a full day hike,"['Wildflowers/Meadows', 'Wildlife', 'Summits', 'Dogs allowed on leash', 'Rivers']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8126,0.0,0.806,0.194,,
3022,Zig Zag Lake,SOUTH CASCADES -- MOUNT ST. HELENS,1.0,730.0,4000.0,3.17,6,zig zag is a solitary lake set high in the southern cascades while difficult to get to it worth the time and effort to explore this area,"['Old growth', 'Wildlife', 'Lakes']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.1531,0.088,0.845,0.067,-122.10520053975372,45.84769475
3023,Woods Creek,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,2.5,0.0,1100.0,3.0,6,woods creek 247 is a 1 5 mile compact gravel wheelchair accessible trail that loops through five habitat areas you can extend this hike by taking the 1 mile side trail old growth loop 247a,"['Old growth', 'Fall foliage']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4215,0.044,0.828,0.127,-121.8970968,47.8874885
3024,Wright Meadow,SOUTH CASCADES -- DARK DIVIDE,17.4,380.0,2000.0,1.8,5,popular with hikers mountain bikers and off road vehicle users this multi use trail climbs out of the lewis river valley into the forested hills above,"['Wildlife', 'Dogs allowed on leash']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4215,0.0,0.899,0.101,-121.9202013551712,46.21633285
3025,Wood Lake,SOUTH CASCADES -- MOUNT ADAMS AREA,1.5,250.0,5110.0,2.67,6,two approaches one longer and easier and the other shorter and harder access this spur trail off the pct to a serene mountain lake,"['Wildflowers/Meadows', 'Dogs allowed on leash', 'Old growth', 'Lakes', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7003,0.0,0.784,0.216,-121.7861821648444,46.0493281
3026,Windy Ridge Trail,SOUTH CASCADES -- MOUNT ST. HELENS,4.0,200.0,4200.0,3.38,8,the drive to mount st helens windy ridge is spectacular from this east side of the mountain the summit is close more so than from the johnston observatory side and it is quiet,"['Wildflowers/Meadows', 'Mountain views', 'Dogs not allowed', 'Ridges/passes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-122.1363237,46.2509937
3027,Whiskey Dick Wildlife Area - Bitterroot Trail,CENTRAL WASHINGTON -- YAKIMA,1.0,185.0,,,0,if you want to take a quick hike near the renewable energy center of the wild horse wind and solar facility then this is your trail the trail descends through rigid sage balsamroot buckwheat and bitterroot which thrive in the thin rocky soil on the hillside,"['Wildflowers/Meadows', 'Dogs allowed on leash']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2263,0.032,0.896,0.072,,
3028,White Pass Nordic Center,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,1.86,250.0,4500.0,,0,the nordic center across from the white pass ski area is a great alternative for those who don t want to zoom downhill take it a little slower and soak in the views by snowshoeing around a large lake rife with winter wildlife,"['Mountain views', 'Waterfalls', 'Lakes', 'Ridges/passes']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6597,0.0,0.873,0.127,-121.39100362172692,46.63968545
3029,White Pass - Pilot Ridge Loop,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,29.2,7500.0,6360.0,4.75,12,a loop hike beginning and ending in the old growth forests of the north fork sauk river that traverses high ridges and passes of the pacific crest visits beautiful alpine lakes and finally follows the high and lonesome pilot ridge trail before descending back down to the trail junction on the north fork sauk river,"['Ridges/passes', 'Wildlife', 'Summits', 'Lakes', 'Rivers', 'Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Established campsites', 'Waterfalls', 'Old growth', 'Fall foliage']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.6124,0.042,0.85,0.108,,
3030,White Bluffs - North,CENTRAL WASHINGTON -- TRI-CITIES,7.0,500.0,725.0,3.82,17,this is a striking gorgeous hike excellent year round whether you like snow dappled trail or high desert if you visit in summer bring lots of water and a hat there no water available here,"['Wildflowers/Meadows', 'Wildlife', 'Rivers']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8402,0.053,0.7,0.246,-119.45304118470322,46.67523
3031,Whiskey Dick Wildlife Area - Bluebird Trail,CENTRAL WASHINGTON -- YAKIMA,1.7,315.0,,,0,hike up a sheltered canyon along the q line turbines bluebirds deer elk jack rabbits and coyotes also seek shelter here and in the spring the dry creek bed will be teeming with life,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs allowed on leash']",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
3032,White Chuck Bench,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,5.0,,,2.93,15,hike a beautiful flat 2 5 mile walk in the woods along the white chuck river the trail has been cleared its entire length thanks to wta trail crews,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Ridges/passes', 'Good for kids', 'Rivers']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802,0.0,0.737,0.263,-121.451127,48.1798863
3033,Manastash Ridge - Westberg Trail,CENTRAL WASHINGTON -- YAKIMA,4.0,1800.0,3560.0,3.75,12,named after and built in honor of an ellensburg wrestling coach this trail provides the sought after combination of great workout and big views but its exposed you ll want to be up here in spring or fall because the direct sun of summer and lack of water can make this one a burner literally,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Summits', 'Dogs allowed on leash']",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1779,0.074,0.824,0.103,,
3034,Whiskey Dick Wildlife Area - Ridgeline Solar Trail,CENTRAL WASHINGTON -- YAKIMA,2.4,320.0,3873.0,,0,high exposed ridgelines on this trail make this steep climb a difficult one but it offers hikers commanding views of the wind facility as well as the columbia basin,"['Mountain views', 'Dogs allowed on leash', 'Summits', 'Rivers']",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901,0.095,0.818,0.087,,
3035,Wild Horses Monument,CENTRAL WASHINGTON -- YAKIMA,0.4,150.0,1300.0,2.33,6,witness up close one of the most frequently viewed public artworks in the state of washington while admiring a broad view of the columbia river and the tiny hamlet of vantage,"['Wildflowers/Meadows', 'Rivers']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3818,0.0,0.918,0.082,,
3036,Whittier Ridge-Lakes Loop,SOUTH CASCADES -- MOUNT ST. HELENS,14.3,2600.0,5840.0,3.88,8,most difficult if you can accept and safely navigate what that means the whittier ridge trail offers you an airy and ruggedly scenic connection between the boundary trail and the lakes trail for an 8 5 mile loop part of a 14 3 mile lollipop day hike,"['Wildflowers/Meadows', 'Mountain views', 'Established campsites', 'Ridges/passes', 'Dogs not allowed', 'Lakes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4601,0.057,0.823,0.119,,
3037,West Crater,SOUTH CASCADES -- MOUNT ST. HELENS,1.0,430.0,4131.0,1.8,5,hike to a small lava dome with an associated summit crater in southern washington,"['Mountain views', 'Old growth', 'Summits', 'Good for kids', 'Fall foliage']",1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-122.0849913,45.8731813
3038,Whiskey Dick Wildlife Area - Backcountry Trail,CENTRAL WASHINGTON -- YAKIMA,0.8,80.0,,,0,this is a fairly flat route with views of mount rainier and a diverse mixture of flowers in the spring look for hillsides tinted pink in may as big headed clover and hedgehog cacti bloom on the slopes,['Dogs allowed on leash'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
3039,White Pass to Chinook Pass,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,56.0,2200.0,,4.0,6,get ready for 28 miles of very scenic hiking on the pacific crest trail this is a great intro to backpacking route four days seven to eight miles per day of relatively flat backpacking the trail is well marked there are abundant camp sites and many stopping points along the way,"['Wildflowers/Meadows', 'Mountain views', 'Summits', 'Lakes']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7964,0.028,0.817,0.155,,
3040,White Bluffs - South Slope,CENTRAL WASHINGTON -- TRI-CITIES,10.0,530.0,900.0,3.5,6,on this hike you ll drop down through the bluffs and walk along the last free flowing stretch of the columbia river climb to a ridge walk with panoramic views and perhaps visit a sandstone pillar,"['Wildflowers/Meadows', 'Wildlife', 'Rivers']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.296,0.056,0.856,0.088,,
3041,Willard Springs Trail,SOUTH CASCADES -- MOUNT ADAMS AREA,2.0,,,3.0,2,the willard springs trail is a two mile loop along the edge of the conboy lake marsh and through the pine forest beginning at the refuge headquarters the trail parallels the west shore of the old conboy lake lakebed with views across the lakebed and north to the 12 000 foot mt adams from the observation platform then returns through the forest,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Good for kids', 'Dogs allowed on leash']",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-121.3450684,45.982287
3042,Umtanum Creek Canyon,CENTRAL WASHINGTON -- YAKIMA,6.5,500.0,1800.0,3.62,29,take a pleasant hike up a spectacular canyon with towering basalt formations a rushing creek and a chance to see bighorn sheep whether you go in spring or fall the canyon is filled with brilliant color,"['Wildflowers/Meadows', 'Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8442,0.0,0.761,0.239,,
3043,Sun Lakes-Dry Falls State Park - Umatilla Rock via Monument Coulee,CENTRAL WASHINGTON -- GRAND COULEE,5.0,100.0,,3.4,5,the hike involves a circumnavigation of umatilla rock a narrow rock blade that passes below dry falls this area lies midway along the 50 mile grand coulee one of the longest and most spectacular chasms carved out by up to 100 gargantuan ice age floods,"['Wildflowers/Meadows', 'Wildlife', 'Lakes']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0516,0.06,0.876,0.064,,
3044,Umtanum Creek Falls,CENTRAL WASHINGTON -- YAKIMA,1.9,400.0,2500.0,3.73,15,hike downhill enjoy spring blooms and throw rocks into a punchbowl at the bottom of a 40 foot waterfall,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Good for kids', 'Waterfalls']",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4939,0.0,0.833,0.167,,
3045,Vesper Peak,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,8.0,4000.0,6214.0,4.48,29,vesper peak is definitely not for the novice hiker but for those thirsting for one step beyond hiking into backcountry adventure it a good leaping off point the smooth low angle granite of vesper upper reaches make for relatively easy off trail travel and beginning routefinding,"['Wildflowers/Meadows', 'Ridges/passes', 'Dogs allowed on leash', 'Mountain views', 'Summits', 'Lakes', 'Rivers']",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8793,0.048,0.703,0.249,-121.517975,48.0130034
3046,Wallula Gap Overlook,CENTRAL WASHINGTON -- TRI-CITIES,,,,3.0,3,private property surrounds the parcels of public property in wallula gap rendering them inaccessible to hikers,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
3047,Verlot Nature Trail,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,0.5,13.0,1035.0,3.0,4,the verlot nature trail connects the verlot campground with turlo campground,"['Old growth', 'Good for kids', 'Dogs allowed on leash', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
3048,Wahatis Peak,CENTRAL WASHINGTON -- POTHOLES REGION,,,,,0,a remarkable high point showcasing the beauty of the columbia river and the impact of the potholes reservoir on the surrounding agricultural land,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8126,0.0,0.73,0.27,-119.55753,46.8062482
3049,Washtucna Coulee - Kahlotus Railroad Grade,CENTRAL WASHINGTON -- TRI-CITIES,8.0,30.0,900.0,3.75,4,the washtucna coulee kahlotus railroad grade will take you past the dried basin of the ancient lake kahlotus and through to the eerie former railroad tunnel in devils canyon,"['Wildflowers/Meadows', 'Wildlife', 'Rivers']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7351,0.187,0.813,0.0,,
3050,Horseshoe and Chinook Creek Falls via Upper Siouxon Creek,SOUTH CASCADES -- DARK DIVIDE,8.4,700.0,1570.0,2.75,4,this excellent early season romp heads up a lush river canyon boasting three gorgeous waterfalls with riverside campsites for an overnight or a longer more challenging loop,"['Wildlife', 'Rivers', 'Waterfalls']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8622,0.0,0.696,0.304,,
3051,Tumac Mountain,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,4.0,2304.0,6340.0,3.5,6,branching off the sand ridge trail just beyond twin sisters lake this trail leads to an old lookout site atop tumac mountain and travels through sub alpine slopes before traversing and switchbacking up this volcanic cinder cone,"['Wildflowers/Meadows', 'Dogs allowed on leash', 'Summits', 'Lakes']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-121.3526769,46.7121074
3052,Triad Creek,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,8.0,2755.0,5807.0,2.5,4,a long neglected trail connecting buck creek pass to the rugged and wild upper suiattle river,"['Wildflowers/Meadows', 'Old growth', 'Rivers']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5267,0.195,0.805,0.0,-120.9870655,48.1291919
3053,Escure Ranch - Towell Falls,CENTRAL WASHINGTON -- POTHOLES REGION,6.4,530.0,1565.0,3.89,9,roughly 25 miles south of i 90 at sprague exit 245 lies the bureau of land management blm escure ranch formerly a sheep ranch run by basque sheepherders the ranch contains a stretch of rock creek including towell falls the trail follows an old ranch road for three miles along rock creek with views of the valley basalt outcroppings aspen spring wildflowers and native bunchgrass,"['Wildflowers/Meadows', 'Wildlife', 'Waterfalls', 'Good for kids', 'Dogs allowed on leash']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4215,0.044,0.956,0.0,,
3054,Trail of Two Forests,SOUTH CASCADES -- MOUNT ST. HELENS,0.5,50.0,1885.0,3.5,8,this trail loops through two forests that stand side by side but are separated in age by 2000 years one forest is old growth douglas fir and western red cedar and the other is a young forest that was originally engulfed by lava flows from an eruption of mount st helens over two millennia ago,"['Mountain views', 'Old growth', 'Good for kids', 'Dogs not allowed']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5267,0.0,0.94,0.06,-122.2127053,46.0983153
3055,Three Fingers,NORTH CASCADES -- MOUNTAIN LOOP HIGHWAY,15.0,4200.0,6854.0,4.59,17,a very challenging hike to a lookout in the mountain loop area hike a road then along a trail to gorgeous goat flats from there the route kicks up in difficulty as it accesses tin can gap the final push up ladders rebarred into rock is exposed and surefootedness is an absolute must at the lookout,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6901,0.063,0.795,0.142,-121.6878489,48.1698734
3056,Three Peaks and Mosquito Lake,SOUTH CASCADES,9.6,3800.0,5180.0,3.2,5,three peaks is a ridgeline trail that takes hikers into the edges of the goat rock wilderness hike it in a day or use it as a starting point for a number of backpacking options,"['Mountain views', 'Old growth', 'Lakes', 'Dogs allowed on leash', 'Ridges/passes']",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0772,0.0,0.958,0.042,,
3057,Tieton Pond Snowshoe,CENTRAL WASHINGTON -- YAKIMA,4.5,,,5.0,1,a moderate snowshoe along forest roads to a beautiful frozen pond just outside of yakima,"['Mountain views', 'Dogs allowed on leash', 'Lakes', 'Rivers']",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5994,0.0,0.755,0.245,,
3058,Tieton River Meadows Snowshoe,SOUTH CASCADES,10.0,350.0,3500.0,4.0,2,follow an unplowed forest road as it meanders up the tieton river valley and keep on the lookout for elk fox martens and other wildlife that thrive in this wilderness area along the way you can enjoy views of old snowy mountain or explore the wide meadows that line the trail,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Rivers']",1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4939,0.0,0.94,0.06,,
3059,Tieton Meadows,SOUTH CASCADES,9.8,2900.0,3600.0,3.4,5,this horse hiker trail used to access bear creek mountain but years of underuse and neglect has rendered it nearly impossible to follow,"['Wildlife', 'Dogs allowed on leash', 'Rivers']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6124,0.154,0.846,0.0,-121.37983173323099,46.55062795
3060,Tieton River Nature Trail,CENTRAL WASHINGTON -- YAKIMA,6.75,300.0,1900.0,3.73,11,this short hike is an excellent option during a visit to the naches area in the spring and summertime you ll enjoy a ramble along a river impressive geologic formations and relative solitude though the area is open to mountain bikers and popular with rock climbers and birders,"['Wildflowers/Meadows', 'Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9186,0.0,0.759,0.241,,
3061,"Thomas, Blue and Tombstone Lakes",SOUTH CASCADES -- MOUNT ADAMS AREA,7.0,1000.0,4780.0,2.43,7,this heavily used trail passes numerous lakes and meadows and is an excellent foray into the indian heaven wilderness hikers will find amble opportunities for a lakeside lunch spot,"['Wildflowers/Meadows', 'Dogs allowed on leash', 'Established campsites', 'Good for kids', 'Lakes', 'Fall foliage']",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8625,0.0,0.723,0.277,,
3062,Toutle Trail,SOUTH CASCADES -- MOUNT ST. HELENS,27.2,1900.0,4000.0,3.0,6,the toutle trail transects five ecozones over more than 13 miles but can be done in three sections,"['Wildflowers/Meadows', 'Ridges/passes', 'Dogs allowed on leash', 'Mountain views', 'Old growth', 'Good for kids', 'Lakes', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-122.2662179,46.1381377
3063,Toppenish National Wildlife Refuge,CENTRAL WASHINGTON -- YAKIMA,4.0,0.0,,,0,enjoy two miles of hiking trails at toppeninsh national wildlife refuge there is a variety of habitat from native grasses to shrub steppe to riparian areas and ponds that support many types of wildlife,"['Wildflowers/Meadows', 'Wildlife', 'Good for kids', 'Dogs not allowed']",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7096,0.0,0.84,0.16,-120.34470644359834,46.308917949999994
3064,Surprise Lake,SOUTH CASCADES,13.0,1505.0,5260.0,3.45,11,most hikers enter the goat rocks wilderness from the western side but those who come in from the east find the wilderness just as beautiful and wild and much less crowded the surprise lake trail is one of the few that enter from the east and it is also one of the most gentle and scenic,"['Wildflowers/Meadows', 'Mountain views', 'Lakes', 'Established campsites', 'Rivers']",0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9168,0.0,0.817,0.183,-121.14120983386869,47.6679004
3065,Swakane Peak,CENTRAL WASHINGTON -- WENATCHEE,7.4,2787.0,4297.0,,0,take one of three different routes to the top of swakane peak for expansive views across the columbia river and a peek a boo view of icicle ridge to the west two of the routes can be combined for a loop day trip,"['Wildflowers/Meadows', 'Summits', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0.0,0.956,0.044,,
3066,Tatoosh Lookout,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,10.4,4100.0,6400.0,3.67,6,the lookout is gone but the stunning views remain to the north is mount rainier with a turquoise tarn and rugged rock ridges in the foreground a clear day reveals three other volcanos to the south and west,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Ridges/passes', 'Old growth', 'Summits']",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7783,0.0,0.833,0.167,-121.6648346,46.702044
3067,Tatoosh Ridge,SOUTH CASCADES -- WHITE PASS/COWLITZ RIVER VALLEY,6.2,2900.0,5775.0,3.73,11,tatoosh ridge offers numerous choices all involving a steep approach contentedly amble through a steep slope of wildflowers with occasional mountain views drop into a valley with a pair of alpine lakes or climb to the site of a former lookout if you like do all of the above,"['Wildflowers/Meadows', 'Ridges/passes', 'Dogs allowed on leash', 'Mountain views', 'Old growth', 'Summits', 'Lakes']",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5106,0.043,0.845,0.111,,
3068,Takhlakh Lake and Takh Takh Meadow,SOUTH CASCADES -- MOUNT ADAMS AREA,3.0,500.0,4624.0,3.5,6,a figure eight loop around takhlakh lake and past takh takh meadow ascending up a lava flow for fantastic vistas of mount rainier the goat rocks and mount adams you can also do a lake only loop is also possible for a much shorter and leveler hike,"['Wildflowers/Meadows', 'Mountain views', 'Good for kids', 'Lakes', 'Established campsites']",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5574,0.0,0.921,0.079,,
3069,Swift Creek,SOUTH CASCADES -- MOUNT ST. HELENS,4.8,1000.0,3500.0,2.33,3,this is a winter only trail linking marble mountain snopark to the worm flows winter climbing route,['Mountain views'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-121.9278615,46.8769023
3070,Summit Springs,SOUTH CASCADES -- MOUNT ADAMS AREA,5.6,1738.0,3219.0,3.0,6,a hiker and biker trail that is moderate in difficulty summit springs is also known as snass creek,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Summits', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,0.13,0.87,0.0,-93.0165957,43.1421114
3071,Swakane Canyon,CENTRAL WASHINGTON -- WENATCHEE,6.0,1470.0,2980.0,3.42,12,this is a nice two season hike on an old road with views of the columbia river valley from badger mountain to wenatchee enroute you may see spring flowers unique rock formations and animals like deer coyotes snakes and hawks,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs allowed on leash']",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6486,0.0,0.875,0.125,-120.3003886,47.547936
